Дата,Номер_договора,ID_клиента,Название_клиента,Тип_клиента,ID_менеджера,ФИО_менеджера,Категория,Количество,Цена_за_ед,Сумма,Статус
2026-03-09,Д-2026-01504,46,Попов Сергей.,Розница,2,Петров Б.В.,Трубы,11,880.11,9681.18,В работе
2026-03-09,Д-2026-00629,169,ООО «ВолгаМет-169»,Опт,2,Петров Б.В.,Трубы,407,705.29,287054.92,Оплачено
2026-03-09,Д-2026-01268,59,ООО «ТрубМаркет-059»,Опт,1,Иванов А.А.,Трубы,214,1036.78,221870.48,Оплачено
2026-03-09,Д-2026-00446,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,115,192.14,22095.92,Оплачено
2026-03-09,Д-2026-01100,163,Сидоров Владимир.,Розница,4,Кузнецов Д.Е.,Арматура,10,522.01,5220.14,Оплачено
2026-03-09,Д-2026-01098,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Арматура,18,634.48,11420.73,Отменено
2026-03-09,Д-2026-01673,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Лист,180,319.64,57534.47,В работе
2026-03-09,Д-2026-01683,14,ООО «ЮгМет-014»,Опт,2,Петров Б.В.,Арматура,743,485.35,360615.63,Оплачено
2026-03-09,Д-2026-01018,199,Егоров Александр.,Розница,3,Сидоров В.Г.,Трубы,7,325.37,2277.61,Оплачено
2026-03-09,Д-2026-01359,56,Ковалев Сергей.,Розница,2,Петров Б.В.,Лист,7,664.59,4652.15,Оплачено
2026-03-09,Д-2026-01699,95,Федоров Алексей.,Розница,4,Кузнецов Д.Е.,Метизы,21,177.17,3720.51,Оплачено
2026-03-10,Д-2026-00725,166,Попов Владимир.,Розница,2,Петров Б.В.,Арматура,11,223.34,2456.73,Оплачено
2026-03-10,Д-2026-00792,82,Петров Алексей.,Розница,3,Сидоров В.Г.,Трубы,10,696.67,6966.65,Оплачено
2026-03-10,Д-2026-00980,141,Иванов Михаил.,Розница,4,Кузнецов Д.Е.,Метизы,79,165.79,13097.77,Оплачено
2026-03-10,Д-2026-00018,32,ООО «ЦентрСталь-032»,Опт,2,Петров Б.В.,Метизы,1435,110.08,157968.29,В работе
2026-03-10,Д-2026-00967,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Арматура,569,443.81,252529.29,Оплачено
2026-03-10,Д-2026-00703,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Арматура,8,487.8,3902.42,Оплачено
2026-03-10,Д-2026-01956,129,ООО «ВолгаМет-129»,Опт,2,Петров Б.В.,Метизы,1834,192.73,353471.98,В работе
2026-03-10,Д-2026-01000,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,57,355.37,20255.84,Отменено
2026-03-10,Д-2026-00335,193,Соловьев Александр.,Розница,3,Сидоров В.Г.,Арматура,13,632.71,8225.18,Оплачено
2026-03-10,Д-2026-01471,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,63,1043.51,65741.44,Оплачено
2026-03-10,Д-2026-00193,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Арматура,22,622.76,13700.74,Оплачено
2026-03-10,Д-2026-01817,48,Козлов Сергей.,Розница,2,Петров Б.В.,Арматура,3,416.89,1250.67,В работе
2026-03-10,Д-2026-01530,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Трубы,4,841.39,3365.57,В работе
2026-03-10,Д-2026-00617,47,ООО «УралСталь-047»,Опт,1,Иванов А.А.,Трубы,409,441.74,180670.54,Оплачено
2026-03-10,Д-2026-01776,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Арматура,559,632.54,353589.44,Оплачено
2026-03-10,Д-2026-00654,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,227,403.04,91490.42,Оплачено
2026-03-10,Д-2026-00445,164,Кузнецов Владимир.,Розница,4,Кузнецов Д.Е.,Метизы,39,151.37,5903.33,Оплачено
2026-03-11,Д-2026-01501,44,Кузнецов Сергей.,Розница,2,Петров Б.В.,Трубы,9,422.61,3803.49,В работе
2026-03-11,Д-2026-00385,21,Иванов Петр.,Розница,3,Сидоров В.Г.,Метизы,17,200.52,3408.81,В работе
2026-03-11,Д-2026-00422,42,Петров Сергей.,Розница,2,Петров Б.В.,Лист,7,280.0,1960.0,Отменено
2026-03-11,Д-2026-01408,8,Козлов Иван.,Розница,4,Кузнецов Д.Е.,Метизы,62,204.97,12707.93,Оплачено
2026-03-11,Д-2026-00334,9,Новиков Иван.,Розница,2,Петров Б.В.,Трубы,10,328.28,3282.8,В работе
2026-03-11,Д-2026-00426,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Трубы,2,664.11,1328.22,Оплачено
2026-03-11,Д-2026-01341,56,Ковалев Сергей.,Розница,2,Петров Б.В.,Арматура,12,619.67,7436.06,Оплачено
2026-03-11,Д-2026-00973,75,Федоров Андрей.,Розница,2,Петров Б.В.,Лист,1,666.57,666.57,Отменено
2026-03-11,Д-2026-00970,36,Ковалев Петр.,Розница,2,Петров Б.В.,Трубы,5,720.65,3603.24,Оплачено
2026-03-11,Д-2026-00602,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Арматура,25,580.33,14508.35,Отозвано
2026-03-11,Д-2026-00534,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Лист,299,586.97,175505.16,Оплачено
2026-03-11,Д-2026-00338,81,Иванов Алексей.,Розница,3,Сидоров В.Г.,Трубы,9,634.57,5711.09,Оплачено
2026-03-11,Д-2026-01104,107,Лебедев Дмитрий.,Розница,4,Кузнецов Д.Е.,Метизы,65,193.87,12601.69,В работе
2026-03-11,Д-2026-01709,62,ООО «МеталлИнвест-062»,Опт,1,Иванов А.А.,Метизы,920,197.79,181969.94,Отменено
2026-03-11,Д-2026-01766,71,Волков Андрей.,Розница,4,Кузнецов Д.Е.,Метизы,8,148.96,1191.71,В работе
2026-03-11,Д-2026-01802,125,ООО «ЛистМет-125»,Опт,2,Петров Б.В.,Трубы,412,1071.79,441578.5,Оплачено
2026-03-12,Д-2026-01124,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,54,482.95,26079.57,Оплачено
2026-03-12,Д-2026-00482,120,Тимофеев Дмитрий.,Розница,3,Сидоров В.Г.,Метизы,78,197.92,15437.54,Оплачено
2026-03-12,Д-2026-00574,118,ООО «СтальИндустрия-118»,Опт,5,Соколова Е.Д.,Лист,237,263.43,62432.44,В работе
2026-03-12,Д-2026-00681,105,Соколов Дмитрий.,Розница,2,Петров Б.В.,Лист,3,890.04,2670.11,Отменено
2026-03-12,Д-2026-00784,194,Васильев Александр.,Розница,2,Петров Б.В.,Метизы,9,101.72,915.44,В работе
2026-03-12,Д-2026-00274,174,ООО «ЮгМет-174»,Опт,2,Петров Б.В.,Арматура,417,297.04,123866.68,Оплачено
2026-03-12,Д-2026-01669,62,ООО «МеталлИнвест-062»,Опт,1,Иванов А.А.,Трубы,126,454.93,57321.38,Оплачено
2026-03-12,Д-2026-01489,128,Козлов Николай.,Розница,3,Сидоров В.Г.,Арматура,16,294.58,4713.35,Оплачено
2026-03-12,Д-2026-00808,52,Зайцев Сергей.,Розница,2,Петров Б.В.,Трубы,14,1181.96,16547.44,Отозвано
2026-03-12,Д-2026-01703,98,Семенов Алексей.,Розница,2,Петров Б.В.,Лист,5,682.63,3413.16,Отозвано
2026-03-12,Д-2026-01725,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Метизы,79,180.81,14284.05,Оплачено
2026-03-12,Д-2026-01434,170,Морозов Владимир.,Розница,2,Петров Б.В.,Арматура,8,298.22,2385.76,Оплачено
2026-03-12,Д-2026-00947,193,Соловьев Александр.,Розница,3,Сидоров В.Г.,Трубы,12,909.91,10918.96,Оплачено
2026-03-13,Д-2026-00506,20,ООО «АрмТорг-020»,Опт,1,Иванов А.А.,Трубы,125,642.23,80278.94,Отозвано
2026-03-13,Д-2026-01881,101,ООО «СтальПром-101»,Опт,2,Петров Б.В.,Трубы,478,866.35,414117.48,Оплачено
2026-03-13,Д-2026-00011,14,ООО «ЮгМет-014»,Опт,2,Петров Б.В.,Арматура,744,335.23,249410.22,Оплачено
2026-03-13,Д-2026-00649,90,Морозов Алексей.,Розница,3,Сидоров В.Г.,Лист,9,724.57,6521.09,Отозвано
2026-03-13,Д-2026-00800,180,ООО «АрмТорг-180»,Опт,5,Соколова Е.Д.,Метизы,1706,46.46,79256.56,Отозвано
2026-03-13,Д-2026-01394,51,Волков Сергей.,Розница,2,Петров Б.В.,Арматура,7,471.14,3297.98,Оплачено
2026-03-13,Д-2026-00417,102,Петров Дмитрий.,Розница,4,Кузнецов Д.Е.,Метизы,14,165.97,2323.54,Оплачено
2026-03-13,Д-2026-01190,167,ООО «УралСталь-167»,Опт,1,Иванов А.А.,Лист,109,203.96,22231.83,Оплачено
2026-03-13,Д-2026-01003,90,Морозов Алексей.,Розница,3,Сидоров В.Г.,Трубы,12,908.3,10899.64,Оплачено
2026-03-13,Д-2026-00103,141,Иванов Михаил.,Розница,4,Кузнецов Д.Е.,Метизы,54,247.73,13377.64,В работе
2026-03-14,Д-2026-00727,98,Семенов Алексей.,Розница,2,Петров Б.В.,Трубы,3,819.49,2458.48,В работе
2026-03-14,Д-2026-01953,104,Кузнецов Дмитрий.,Розница,2,Петров Б.В.,Лист,5,741.98,3709.91,В работе
2026-03-14,Д-2026-00642,81,Иванов Алексей.,Розница,3,Сидоров В.Г.,Арматура,25,428.04,10700.91,Оплачено
2026-03-14,Д-2026-01044,75,Федоров Андрей.,Розница,2,Петров Б.В.,Метизы,68,25.39,1726.49,Оплачено
2026-03-14,Д-2026-01357,198,Семенов Александр.,Розница,3,Сидоров В.Г.,Арматура,22,399.56,8790.42,Оплачено
2026-03-14,Д-2026-00788,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Лист,6,271.32,1627.89,Отозвано
2026-03-14,Д-2026-00559,62,ООО «МеталлИнвест-062»,Опт,1,Иванов А.А.,Трубы,337,1005.96,339008.17,Оплачено
2026-03-14,Д-2026-00828,107,Лебедев Дмитрий.,Розница,4,Кузнецов Д.Е.,Метизы,53,115.59,6126.5,Оплачено
2026-03-14,Д-2026-01245,22,ООО «МеталлИнвест-022»,Опт,1,Иванов А.А.,Трубы,347,738.45,256242.73,Оплачено
2026-03-14,Д-2026-00034,95,Федоров Алексей.,Розница,4,Кузнецов Д.Е.,Трубы,8,861.81,6894.51,Оплачено
2026-03-14,Д-2026-00936,155,Федоров Михаил.,Розница,4,Кузнецов Д.Е.,Арматура,27,561.13,15150.57,Оплачено
2026-03-14,Д-2026-01272,68,Козлов Андрей.,Розница,4,Кузнецов Д.Е.,Метизы,76,205.47,15615.92,Оплачено
2026-03-14,Д-2026-01593,112,ООО «ЦентрСталь-112»,Опт,2,Петров Б.В.,Арматура,860,387.03,332845.82,Оплачено
2026-03-14,Д-2026-01005,164,Кузнецов Владимир.,Розница,4,Кузнецов Д.Е.,Лист,3,754.86,2264.59,В работе
2026-03-14,Д-2026-00071,101,ООО «СтальПром-101»,Опт,2,Петров Б.В.,Лист,133,422.15,56145.33,В работе
2026-03-15,Д-2026-01337,194,Васильев Александр.,Розница,2,Петров Б.В.,Арматура,12,678.9,8146.83,Оплачено
2026-03-15,Д-2026-00639,186,Попов Александр.,Розница,4,Кузнецов Д.Е.,Трубы,2,575.67,1151.34,Оплачено
2026-03-15,Д-2026-00002,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Арматура,217,513.84,111502.91,В работе
2026-03-15,Д-2026-00184,94,Васильев Алексей.,Розница,2,Петров Б.В.,Арматура,4,402.89,1611.56,Оплачено
2026-03-15,Д-2026-00856,84,ООО «АрмСтрой-084»,Опт,2,Петров Б.В.,Арматура,257,538.8,138471.3,Оплачено
2026-03-15,Д-2026-00923,100,ООО «АрмТорг-100»,Опт,5,Соколова Е.Д.,Трубы,289,990.85,286355.33,Оплачено
2026-03-15,Д-2026-01399,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,362,936.88,339150.99,Отменено
2026-03-15,Д-2026-01400,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Арматура,428,462.01,197738.46,Оплачено
2026-03-15,Д-2026-01320,180,ООО «АрмТорг-180»,Опт,5,Соколова Е.Д.,Лист,275,721.26,198346.86,Оплачено
2026-03-16,Д-2026-00749,169,ООО «ВолгаМет-169»,Опт,2,Петров Б.В.,Трубы,258,889.73,229549.18,Оплачено
2026-03-16,Д-2026-00450,140,Тимофеев Николай.,Розница,2,Петров Б.В.,Арматура,7,697.6,4883.18,Отозвано
2026-03-16,Д-2026-01497,105,Соколов Дмитрий.,Розница,2,Петров Б.В.,Трубы,3,798.18,2394.53,В работе
2026-03-16,Д-2026-01946,159,ООО «ТрубМаркет-159»,Опт,1,Иванов А.А.,Трубы,326,504.02,164310.63,Оплачено
2026-03-16,Д-2026-01193,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Метизы,25,188.68,4717.06,Отменено
2026-03-16,Д-2026-01531,193,Соловьев Александр.,Розница,3,Сидоров В.Г.,Арматура,5,475.33,2376.65,В работе
2026-03-16,Д-2026-01774,48,Козлов Сергей.,Розница,2,Петров Б.В.,Трубы,14,794.24,11119.36,В работе
2026-03-16,Д-2026-00570,144,ООО «АрмСтрой-144»,Опт,2,Петров Б.В.,Арматура,765,488.03,373339.66,Отменено
2026-03-16,Д-2026-01366,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Трубы,489,948.89,464008.27,Оплачено
2026-03-16,Д-2026-01260,108,Козлов Дмитрий.,Розница,2,Петров Б.В.,Арматура,25,367.14,9178.51,Отозвано
2026-03-17,Д-2026-01856,66,Попов Андрей.,Розница,4,Кузнецов Д.Е.,Метизы,54,109.24,5898.79,Оплачено
2026-03-17,Д-2026-01994,75,Федоров Андрей.,Розница,2,Петров Б.В.,Арматура,18,615.29,11075.21,Отменено
2026-03-17,Д-2026-00225,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Арматура,803,340.83,273684.97,Оплачено
2026-03-17,Д-2026-00324,194,Васильев Александр.,Розница,2,Петров Б.В.,Лист,1,680.91,680.91,В работе
2026-03-17,Д-2026-00143,8,Козлов Иван.,Розница,4,Кузнецов Д.Е.,Метизы,30,219.85,6595.44,Оплачено
2026-03-17,Д-2026-01560,161,Иванов Владимир.,Розница,2,Петров Б.В.,Трубы,2,406.07,812.15,Отозвано
